session_id,point_index,world_x,world_y,expected_pixel_x,expected_pixel_y,matched_pixel_x,matched_pixel_y,raw_pip_center_x,raw_pip_center_y,die_center_x,die_center_y,value,color,pixel_match_distance,detection_json,capture_dir,notes
20260508_202309,1,173.48,-37.929,211.365,197.408,213.6,196.76,214.57,198.48,213.2,195.74,2,b,2.327,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,2,267.678,-36.783,200.111,32.574,195.2,31.85,196.11,32.58,193.91,31.52,5,b,4.964,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,3,197.58,-34.198,199.057,153.917,197.02,153.85,197.94,155.31,196.21,153.21,5,b,2.039,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,4,242.04,-30.091,184.45,76.211,179.7,77.86,180.56,78.86,179.29,77.34,1,r,5.028,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,5,180.775,-14.149,145.912,183.963,147.83,181.63,148.59,183.26,148.03,180.05,6,b,3.02,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,6,260.188,-11.337,133.859,45.785,135.91,43.41,136.64,44.21,135.58,43.33,6,b,3.138,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,7,211.018,-8.919,130.118,130.206,131.99,129.47,132.71,130.79,131.81,128.79,4,r,2.012,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,8,234.431,-4.169,116.353,89.652,116.85,90.97,117.52,92.05,117.0,89.86,2,b,1.409,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,9,172.802,14.487,69.038,198.07,,,,,,,,,,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,10,196.733,15.134,66.679,155.375,62.38,156.62,62.89,158.1,62.91,155.2,2,b,4.476,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,11,257.459,17.71,58.498,51.018,59.59,51.25,60.09,52.09,59.72,50.23,5,b,1.116,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_202309,12,225.108,17.803,58.963,105.931,59.5,108.31,60.0,109.5,59.56,107.15,5,b,2.439,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_202309,
20260508_203137,1,172.527,-36.203,206.707,199.128,206.94,197.86,207.88,199.59,205.79,196.77,3,b,1.289,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,2,198.019,-35.579,202.769,153.135,202.74,156.5,203.67,157.98,202.19,155.66,2,b,3.365,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,3,238.884,-35.128,198.104,81.549,191.78,83.59,192.68,84.63,191.33,82.94,6,b,6.645,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,4,263.133,-34.343,194.05,40.28,187.17,39.0,188.06,39.76,186.2,38.12,3,b,6.998,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,5,207.883,-12.683,140.347,135.696,141.78,138.02,142.52,139.39,141.25,136.86,2,b,2.73,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,6,232.438,-10.484,133.119,92.992,135.3,94.95,136.03,96.06,135.68,94.56,1,r,2.931,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,7,182.199,-10.358,135.568,181.372,137.99,178.99,138.72,180.6,137.64,177.7,4,r,3.397,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,8,263.62,-3.66,113.676,40.213,115.04,38.87,115.71,39.64,115.39,38.38,2,b,1.914,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,9,202.57,10.271,79.421,145.092,75.5,146.55,76.05,147.97,76.14,145.35,6,b,4.183,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,10,177.272,12.679,73.763,190.043,71.46,189.0,72.0,190.68,72.11,187.57,5,b,2.528,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,11,225.948,13.438,70.383,104.441,69.26,106.52,69.79,107.7,69.83,105.23,4,r,2.363,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203137,12,250.349,17.979,57.955,62.962,58.35,63.92,58.84,64.84,58.88,63.69,3,b,1.036,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203137,
20260508_203331,1,190.819,-37.897,209.71,166.026,211.04,166.79,212.0,168.33,210.39,166.29,3,b,1.534,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,2,267.022,-34.272,193.552,33.741,192.1,31.77,193.0,32.5,191.24,31.77,1,r,2.448,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,3,213.969,-29.604,185.316,124.921,185.9,127.2,186.78,128.5,184.71,125.81,3,b,2.353,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,4,244.683,-27.382,177.065,71.734,177.32,72.78,178.18,73.75,176.63,72.12,6,b,1.077,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,5,173.69,-18.699,158.729,196.82,161.19,195.05,161.99,196.76,160.87,194.53,2,b,3.031,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,6,260.31,-8.943,127.6,45.636,130.22,44.04,130.93,44.84,130.43,43.57,1,r,3.067,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,7,195.95,-8.006,128.478,156.79,130.9,156.36,131.61,157.84,130.46,155.7,2,b,2.459,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,8,219.126,-3.988,116.596,116.084,117.49,118.2,118.17,119.45,117.89,117.02,1,r,2.297,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,9,176.292,10.297,80.183,191.826,78.15,191.76,78.7,193.45,77.87,190.12,2,b,2.034,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,10,239.224,12.845,71.573,81.708,72.61,83.83,73.15,84.87,72.78,83.11,6,b,2.362,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,11,262.804,15.184,64.896,42.031,68.14,42.21,68.67,43.0,68.07,41.38,5,b,3.249,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203331,12,200.732,15.645,65.222,148.329,63.48,149.92,63.99,151.36,63.82,148.59,4,r,2.36,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203331,
20260508_203540,1,205.04,-36.779,205.414,140.648,206.06,142.27,207.0,143.67,205.03,141.77,5,b,1.746,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,2,231.743,-36.1,201.296,93.862,203.07,96.88,204.0,98.0,202.6,96.18,2,b,3.5,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,3,256.165,-36.072,199.184,52.016,200.7,52.26,201.62,53.11,199.79,51.56,1,r,1.536,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,4,179.544,-34.61,201.723,186.35,206.36,185.72,207.31,187.38,205.21,184.86,4,r,4.679,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,5,219.349,-16.312,149.352,115.599,151.72,118.75,152.5,120.0,150.84,117.35,3,b,3.941,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,6,194.565,-15.348,148.302,159.265,150.17,160.46,150.94,161.96,150.26,159.43,1,r,2.218,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,7,264.458,-14.037,140.676,38.555,143.92,35.85,144.67,36.6,143.87,35.81,4,r,4.224,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,8,172.914,-6.59,125.876,198.097,128.62,194.24,129.33,195.95,128.39,192.82,4,r,4.733,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,9,237.314,7.04,86.802,84.876,88.38,85.36,88.97,86.41,88.78,84.32,2,b,1.65,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,10,199.172,9.375,81.909,151.075,81.74,151.75,82.31,153.2,82.04,150.42,4,r,0.696,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,11,265.911,16.677,60.975,36.895,63.99,35.75,64.5,36.5,64.48,35.36,5,b,3.225,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203540,12,176.326,17.241,61.568,191.7,59.12,190.79,59.62,192.48,58.66,189.24,2,b,2.612,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203540,
20260508_203926,1,174.986,-37.547,210.179,194.659,216.53,194.79,217.5,196.5,215.96,193.35,2,b,6.353,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,2,223.04,-37.544,205.913,108.977,207.49,111.3,208.43,112.5,206.69,110.55,4,r,2.807,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,3,267.828,-32.514,188.864,32.435,191.52,30.39,192.42,31.11,190.24,30.3,3,b,3.352,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,4,196.414,-28.096,182.609,155.99,181.77,156.5,182.63,157.98,181.14,155.38,6,b,0.982,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,5,244.991,-20.527,158.909,71.329,161.59,70.64,162.4,71.6,160.78,70.59,5,b,2.768,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,6,218.545,-9.726,131.862,117.051,133.78,117.26,134.5,118.5,133.48,115.92,5,b,1.929,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,7,266.528,-8.613,126.423,35.229,129.23,34.04,129.94,34.78,128.87,33.9,1,r,3.048,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,8,179.046,-7.549,128.147,187.026,129.89,184.29,130.6,185.94,129.58,182.77,4,r,3.244,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,9,197.299,11.244,76.999,154.379,75.67,154.13,76.21,155.59,75.77,152.96,4,r,1.352,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,10,256.672,12.732,71.391,52.228,73.44,51.33,73.98,52.17,73.94,51.04,6,b,2.237,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,11,173.441,16.153,64.553,196.9,60.64,195.78,61.14,197.5,61.07,194.09,5,b,4.07,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_203926,12,220.944,17.62,59.535,113.109,59.36,114.7,59.86,115.93,59.53,113.49,4,r,1.601,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_203926,
20260508_204103,1,267.706,-37.479,201.942,32.509,202.02,32.17,202.95,32.9,200.83,31.71,3,b,0.348,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103,
20260508_204103,2,218.722,-36.937,204.654,116.534,204.59,118.39,205.52,119.64,204.08,117.87,2,b,1.858,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103,
20260508_204103,3,178.174,-36.64,207.404,188.853,212.0,188.78,212.95,190.45,211.63,187.35,2,b,4.597,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103,
20260508_204103,4,243.498,-30.447,185.283,73.707,186.24,74.6,187.12,75.59,185.74,74.17,3,b,1.309,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103,
20260508_204103,5,205.653,-17.258,152.742,139.611,155.76,141.07,156.55,142.45,154.94,139.95,2,b,3.353,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103,
20260508_204103,6,179.174,-10.647,136.521,186.821,139.38,184.76,140.12,186.41,138.71,183.01,3,b,3.524,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103,
20260508_204103,7,255.173,-9.788,130.075,54.264,132.39,52.65,133.11,53.5,133.23,52.33,4,r,2.822,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_204103,
